Start,End
2017-12-11 07:27:42.805857,2017-12-11 07:28:42.805857
2017-12-11 07:28:42.805857,2017-12-11 07:29:42.805857
2017-12-11 07:29:42.805857,2017-12-11 07:30:42.805857
2017-12-11 07:30:42.805857,2017-12-11 07:31:42.805857
2017-12-11 07:31:42.805857,2017-12-11 07:32:42.805857
2017-12-11 07:32:42.805857,2017-12-11 07:33:42.805857
2017-12-11 07:33:42.805857,2017-12-11 07:34:42.805857
2017-12-11 07:34:42.805857,2017-12-11 07:35:42.805857
2017-12-11 07:35:42.805857,2017-12-11 07:36:42.805857
2017-12-11 07:36:42.805857,2017-12-11 07:37:42.805857
